periodo,zona_origen,zona_destino,car_opeak,car_peak,tm_opeak,tm_peak
1,a110,a73,11.9392,12.1981,17.9088,18.2971
1,a110,a74,13.1216,13.4062,19.6825,20.1093
1,a110,a75,12.6691,12.9439,19.0037,19.4158
1,a110,a76,14.7169,15.036,22.0753,22.554
1,a110,a77,12.9023,13.1821,19.3535,19.7732
1,a110,a78,15.1855,15.5148,22.7783,23.2723
1,a110,a79,16.2935,16.6469,24.4403,24.9703
1,a110,a8,25.7078,26.2653,38.5617,39.3979
1,a110,a80,19.1184,19.533,28.6777,29.2996
1,a110,a81,20.347,20.7882,30.5205,31.1824
1,a110,a82,20.8059,21.2571,31.2089,31.8857
1,a110,a83,23.6024,24.1142,35.4036,36.1713
1,a110,a84,56.6285,57.8565,84.9427,86.7848
1,a110,a85,20.4385,20.8818,30.6578,31.3227
1,a110,a86,20.4582,20.9018,30.6872,31.3527
1,a110,a87,20.6374,21.085,30.9562,31.6275
1,a110,a88,20.5809,21.0272,30.8713,31.5408
1,a110,a89,21.2513,21.7121,31.8769,32.5682
1,a110,a9,22.2879,22.7712,33.4318,34.1568
1,a110,a90,20.6854,21.134,31.0281,31.701
1,a110,a91,23.6086,24.1205,35.4129,36.1808
1,a110,a92,20.6425,21.0901,30.9637,31.6352
1,a110,a93,16.0693,16.4178,24.104,24.6267
1,a110,a94,18.5917,18.9948,27.8875,28.4922
1,a110,a95,16.517,16.8752,24.7755,25.3127
1,a110,a96,18.0438,18.435,27.0656,27.6526
1,a110,a97,17.4044,17.7818,26.1066,26.6727
1,a110,a98,12.0623,12.3239,18.0935,18.4859
1,a110,a99,12.3218,12.589,18.4827,18.8835
1,a111,a1,24.9349,28.6751,37.4023,43.0127
1,a111,a10,18.2052,20.936,27.3078,31.404
1,a111,a100,7.48173,8.60398,11.2226,12.906
1,a111,a101,11.7018,13.457,17.5526,20.1855
1,a111,a102,12.7367,14.6472,19.105,21.9708
1,a111,a103,14.259,16.3979,21.3885,24.5968
1,a111,a104,10.1738,11.6999,15.2608,17.5499
1,a111,a105,7.08355,8.14609,10.6253,12.2191
1,a111,a106,12.2131,14.0451,18.3197,21.0677
1,a111,a107,9.13929,10.5102,13.7089,15.7653
1,a111,a108,14.7303,16.9399,22.0955,25.4098
1,a111,a109,8.3714,9.6271,12.5571,14.4407
1,a111,a11,15.7052,18.0609,23.5577,27.0914
1,a111,a110,8.10852,9.3248,12.1628,13.9872
1,a111,a111,5.26087,6.05001,7.89131,9.07501
1,a111,a112,6.3634,7.31791,9.54511,10.9769
1,a111,a113,62.731,63.2668,94.0965,94.9002
1,a111,a114,106.121,122.04,159.182,183.059
1,a111,a115,37.96,43.654,56.9401,65.4811
1,a111,a116,35.5661,34.0886,53.3492,51.1329
1,a111,a117,67.2835,77.376,100.925,116.064
1,a111,a118,31.672,31.202,47.508,46.8031
1,a111,a119,40.2103,40.4059,60.3155,60.6089
1,a111,a12,19.9715,22.9672,29.9572,34.4508
1,a111,a120,21.3229,24.5213,31.9843,36.7819
1,a111,a121,47.8827,55.0651,71.824,82.5976
1,a111,a122,27.863,32.0424,41.7944,48.0636
1,a111,a123,25.1042,28.8698,37.6563,43.3048
1,a111,a124,28.8011,33.1213,43.2017,49.682
1,a111,a125,34.0117,39.1134,51.0175,58.6701
1,a111,a126,58.8962,57.5897,88.3444,86.3845
1,a111,a127,75.5479,86.88,113.322,130.32
1,a111,a13,20.0653,18.4988,30.0979,27.7483
1,a111,a14,20.4309,19.1131,30.6464,28.6697
1,a111,a15,13.2433,15.2298,19.865,22.8447
1,a111,a16,11.3305,13.03,16.9957,19.5451
1,a111,a17,9.89482,11.379,14.8422,17.0686
1,a111,a18,20.81,19.4602,31.215,29.1902
1,a111,a19,14.5963,14.3829,21.8945,21.5744
1,a111,a2,26.2747,30.2159,39.412,45.3238
1,a111,a20,10.5688,12.1541,15.8531,18.2311
1,a111,a21,7.44,8.556,11.16,12.834
1,a111,a22,17.2845,17.0309,25.9268,25.5463
1,a111,a23,13.282,13.4429,19.9229,20.1644
1,a111,a24,8.51341,8.20012,12.7701,12.3002
1,a111,a25,5.26089,6.05002,7.89134,9.07504
1,a111,a26,5.47556,6.29689,8.21334,9.44534
1,a111,a27,26.5182,30.4959,39.7772,45.7438
1,a111,a28,22.9967,26.4462,34.4951,39.6693
1,a111,a29,26.1096,30.0261,39.1645,45.0391
1,a111,a3,34.07,33.0815,51.1051,49.6223
1,a111,a30,21.1858,24.3637,31.7787,36.5455
1,a111,a31,23.9305,27.5201,35.8958,41.2802
1,a111,a32,17.0582,19.6169,25.5872,29.4253
1,a111,a33,19.3103,22.2068,28.9654,33.3102
1,a111,a34,21.4798,24.7017,32.2196,37.0526
1,a111,a35,16.3175,18.7651,24.4763,28.1477
1,a111,a36,17.1263,19.6952,25.6894,29.5428
1,a111,a37,20.4985,23.5733,30.7477,35.3599
1,a111,a38,13.1955,15.1748,19.7933,22.7623
1,a111,a39,14.0514,16.1591,21.0771,24.2386
1,a111,a4,23.6381,27.1838,35.4571,40.7757
1,a111,a40,16.5644,19.0491,24.8466,28.5736
1,a111,a41,11.8295,13.6039,17.7442,20.4058
1,a111,a42,16.9225,19.4609,25.3838,29.1913
1,a111,a43,19.7974,22.767,29.6961,34.1506
1,a111,a44,19.76,22.724,29.64,34.086
1,a111,a45,30.3557,34.9091,45.5336,52.3637
1,a111,a46,32.42,37.283,48.6299,55.9244
1,a111,a47,35.8498,41.2273,53.7747,61.8409
1,a111,a48,24.9675,28.7127,37.4513,43.069
1,a111,a49,27.1516,31.2244,40.7274,46.8365
1,a111,a5,22.7824,26.1997,34.1736,39.2996
1,a111,a50,29.638,34.0837,44.457,51.1256
1,a111,a51,29.6024,34.0427,44.4036,51.0641
1,a111,a52,31.7241,36.4828,47.5862,54.7242
1,a111,a53,33.585,38.6228,50.3775,57.9342
1,a111,a54,35.4226,40.736,53.1339,61.104
1,a111,a55,31.563,36.2974,47.3445,54.4461
1,a111,a56,38.863,44.6924,58.2945,67.0387
1,a111,a57,25.4685,29.2887,38.2027,43.9331
1,a111,a58,26.2106,30.1421,39.3158,45.2132
1,a111,a59,35.0478,40.3049,52.5716,60.4574
1,a111,a6,24.002,27.6023,36.0031,41.4035
1,a111,a60,21.4611,24.6803,32.1917,37.0204
1,a111,a61,24.282,27.9243,36.4231,41.8865
1,a111,a62,26.5018,30.4771,39.7527,45.7156
1,a111,a63,27.966,32.1609,41.949,48.2414
1,a111,a64,23.9896,27.5881,35.9845,41.3821
1,a111,a65,24.7869,28.5049,37.1803,42.7573
1,a111,a66,15.9381,15.8391,23.9071,23.7586
1,a111,a67,9.30459,9.349,13.9569,14.0235
1,a111,a68,5.82665,6.70065,8.73998,10.051
1,a111,a69,7.29227,8.38611,10.9384,12.5792
1,a111,a7,21.0767,24.2382,31.6151,36.3574
1,a111,a70,10.7958,12.4151,16.1936,18.6227
1,a111,a71,14.1955,16.3249,21.2933,24.4873
1,a111,a72,14.4589,16.6277,21.6884,24.9416
1,a111,a73,14.6147,16.8069,21.922,25.2103
1,a111,a74,15.199,17.4789,22.7986,26.2183
1,a111,a75,15.0337,17.2887,22.5505,25.9331
1,a111,a76,16.7497,19.2621,25.1245,28.8932
1,a111,a77,15.6515,17.9992,23.4772,26.9988
1,a111,a78,16.8982,19.4329,25.3472,29.1493
1,a111,a79,18.8242,21.6478,28.2363,32.4718
1,a111,a8,20.9098,24.0463,31.3648,36.0695
1,a111,a80,20.8819,24.0142,31.3229,36.0213
1,a111,a81,22.0435,25.35,33.0652,38.025
1,a111,a82,22.0145,25.3167,33.0218,37.975
1,a111,a83,18.869,21.6993,28.3035,32.549
1,a111,a84,48.1581,55.3818,72.2372,83.0728
1,a111,a85,18.4436,21.2102,27.6655,31.8153
1,a111,a86,18.3279,21.0771,27.4919,31.6157
1,a111,a87,18.7375,21.5481,28.1063,32.3222
1,a111,a88,18.6929,21.4968,28.0393,32.2452
1,a111,a89,20.5081,23.5843,30.7621,35.3765
1,a111,a9,16.8088,19.3301,25.2131,28.9951
1,a111,a90,19.7928,22.7618,29.6892,34.1426
1,a111,a91,21.4002,24.6103,32.1003,36.9154
1,a111,a92,15.8227,18.1961,23.734,27.2941
1,a111,a93,12.5252,14.404,18.7879,21.606
1,a111,a94,16.9133,19.4503,25.3699,29.1754
1,a111,a95,14.5009,16.676,21.7513,25.014
1,a111,a96,15.4924,17.8163,23.2386,26.7244
1,a111,a97,16.3932,18.8522,24.5898,28.2783
1,a111,a98,10.5479,12.1301,15.8218,18.1951
1,a111,a99,8.79556,10.1149,13.1933,15.1723
1,a112,a1,29.7003,33.2644,44.5505,49.8966
1,a112,a10,22.7143,25.4401,34.0715,38.1601
1,a112,a100,10.3606,10.4259,15.541,15.6389
1,a112,a101,13.2724,14.8651,19.9086,22.2977
1,a112,a102,14.5375,16.282,21.8062,24.423
1,a112,a103,15.6679,17.5481,23.5019,26.3222
1,a112,a104,11.6929,13.0961,17.5394,19.6441
1,a112,a105,8.05092,9.01703,12.0764,13.5255
1,a112,a106,13.3107,14.908,19.9661,22.362
1,a112,a107,10.2464,11.476,15.3696,17.214
1,a112,a108,16.4748,18.4518,24.7123,27.6777
1,a112,a109,7.40527,8.2939,11.1079,12.4408
1,a112,a11,20.7133,23.1989,31.07,34.7984
1,a112,a110,5.40174,6.04995,8.10261,9.07493
1,a112,a111,7.5526,8.45891,11.3289,12.6884
1,a112,a112,2.86259,3.2061,4.29388,4.80914
1,a112,a113,62.8423,70.3834,94.2635,105.575
1,a112,a114,112.087,125.538,168.131,188.307
1,a112,a115,44.8155,50.1934,67.2233,75.2901
1,a112,a116,42.8943,40.4329,64.3414,60.6493
1,a112,a117,83.9585,82.8036,125.938,124.205
1,a112,a118,31.7833,31.3461,47.675,47.0192
1,a112,a119,37.6801,35.7616,56.5201,53.6424
1,a112,a12,27.6257,27.1227,41.4386,40.6841
1,a112,a120,19.73,19.3449,29.595,29.0174
1,a112,a121,53.7348,60.1829,80.6021,90.2744
1,a112,a122,33.6254,32.8254,50.4381,49.2381
1,a112,a123,29.5811,29.5149,44.3717,44.2723
1,a112,a124,30.1434,33.7606,45.2152,50.641
1,a112,a125,35.4889,39.7476,53.2334,59.6214
1,a112,a126,55.9712,62.6877,83.9567,94.0315
1,a112,a127,83.6913,93.7342,125.537,140.601
1,a112,a13,24.6923,23.658,37.0384,35.487
1,a112,a14,25.1159,24.1619,37.6738,36.2429
1,a112,a15,18.1695,20.3499,27.2543,30.5248
1,a112,a16,15.9295,17.841,23.8942,26.7615
1,a112,a17,14.2821,15.996,21.4232,23.994
1,a112,a18,25.3232,24.6981,37.9848,37.0471
1,a112,a19,20.6988,19.6859,31.0482,29.5288
1,a112,a2,30.3252,33.9642,45.4878,50.9463
1,a112,a20,15.2323,17.0601,22.8484,25.5902
1,a112,a21,11.6215,13.016,17.4322,19.5241
1,a112,a22,22.8174,22.1048,34.226,33.1573
1,a112,a23,18.7812,18.2861,28.1719,27.4292
1,a112,a24,15.5652,15.5058,23.3478,23.2587
1,a112,a25,8.91063,9.97991,13.3659,14.9699
1,a112,a26,7.75808,8.68905,11.6371,13.0336
1,a112,a27,28.4251,31.8361,42.6376,47.7541
1,a112,a28,24.7,27.664,37.05,41.496
1,a112,a29,27.9108,31.2601,41.8662,46.8902
1,a112,a3,38.9729,36.244,58.4594,54.366
1,a112,a30,22.8412,25.5822,34.2618,38.3733
1,a112,a31,25.6589,28.7379,38.4883,43.1069
1,a112,a32,18.5752,20.8042,27.8628,31.2063
1,a112,a33,20.9062,23.415,31.3594,35.1225
1,a112,a34,23.085,25.8552,34.6275,38.7829
1,a112,a35,17.4517,19.546,26.1776,29.3189
1,a112,a36,18.2598,20.451,27.3897,30.6765
1,a112,a37,22.1864,24.8487,33.2796,37.2731
1,a112,a38,15.7841,17.6782,23.6762,26.5173
1,a112,a39,15.7346,17.6228,23.602,26.4342
1,a112,a4,27.5383,30.843,41.3075,46.2644
1,a112,a40,18.1197,20.294,27.1795,30.441
1,a112,a41,13.2359,14.8242,19.8538,22.2363
1,a112,a42,16.6445,18.6419,24.9668,27.9628
1,a112,a43,20.2983,22.7341,30.4474,34.1011
1,a112,a44,23.706,23.5348,35.559,35.3023
1,a112,a45,32.3239,36.2028,48.4859,54.3042
1,a112,a46,34.4174,38.5475,51.6261,57.8212
1,a112,a47,42.4428,42.5565,63.6642,63.8348
1,a112,a48,26.6975,29.9012,40.0463,44.8518
1,a112,a49,28.9619,32.4373,43.4428,48.6559
1,a112,a5,26.6519,29.8501,39.9779,44.7752
1,a112,a50,31.524,35.3069,47.2861,52.9604
1,a112,a51,35.6182,35.2596,53.4273,52.8894
1,a112,a52,37.4967,37.747,56.2451,56.6204
1,a112,a53,35.5724,39.8411,53.3586,59.7617
1,a112,a54,42.1273,42.0012,63.1909,63.0018
1,a112,a55,33.6287,37.6641,50.443,56.4961
1,a112,a56,45.9841,45.9626,68.9761,68.9439
1,a112,a57,27.2696,30.542,40.9044,45.813
1,a112,a58,28.1802,31.5618,42.2703,47.3427
1,a112,a59,41.6213,41.5234,62.432,62.2851
1,a112,a6,27.9223,31.273,41.8835,46.9095
1,a112,a60,23.1303,25.9059,34.6954,38.8588
1,a112,a61,26.0556,29.1823,39.0834,43.7735
1,a112,a62,28.4357,31.8479,42.6535,47.7719
1,a112,a63,29.9396,33.5323,44.9094,50.2985
1,a112,a64,25.6369,28.7133,38.4554,43.07
1,a112,a65,26.6358,29.8321,39.9537,44.7481
1,a112,a66,22.8399,22.8368,34.2598,34.2552
1,a112,a67,14.9455,16.7389,22.4182,25.1084
1,a112,a68,12.7107,14.236,19.066,21.354
1,a112,a69,17.1348,17.0877,25.7022,25.6315
1,a112,a7,24.8537,27.8361,37.2805,41.7542
1,a112,a70,7.66796,8.58812,11.5019,12.8822
1,a112,a71,10.3017,11.5379,15.4526,17.3069
1,a112,a72,12.3564,13.8392,18.5346,20.7588
1,a112,a73,15.1207,16.9352,22.681,25.4027
1,a112,a74,15.8065,17.7032,23.7097,26.5549
1,a112,a75,15.243,17.0722,22.8645,25.6083
1,a112,a76,17.5088,19.6099,26.2632,29.4148
1,a112,a77,15.7769,17.6702,23.6654,26.5052
1,a112,a78,17.4097,19.4988,26.1145,29.2483
1,a112,a79,19.5283,21.8717,29.2925,32.8076
1,a112,a8,24.9015,27.8897,37.3522,41.8345
1,a112,a80,21.6287,24.2242,32.4431,36.3363
1,a112,a81,22.3355,25.0157,33.5032,37.5236
1,a112,a82,25.8607,25.548,38.791,38.3221
1,a112,a83,23.0536,25.8201,34.5804,38.7301
1,a112,a84,53.0496,59.4156,79.5745,89.1234
1,a112,a85,20.01,22.4111,30.0149,33.6167
1,a112,a86,20.6803,23.162,31.0205,34.743
1,a112,a87,20.8372,23.3377,31.2559,35.0066
1,a112,a88,20.767,23.2591,31.1505,34.8886
1,a112,a89,22.1188,24.773,33.1781,37.1595
1,a112,a9,22.3347,25.0148,33.502,37.5222
1,a112,a90,21.29,23.8448,31.935,35.7672
1,a112,a91,22.779,25.5125,34.1685,38.2687
1,a112,a92,20.7071,23.192,31.0607,34.788
1,a112,a93,16.6002,18.5922,24.9003,27.8883
1,a112,a94,18.873,21.1378,28.3096,31.7067
1,a112,a95,17.0605,19.1078,25.5908,28.6616
1,a112,a96,17.9016,20.0498,26.8524,30.0747
1,a112,a97,18.2097,20.3948,27.3145,30.5922
1,a112,a98,12.8491,14.391,19.2737,21.5865
1,a112,a99,10.1081,11.321,15.1621,16.9816
1,a113,a1,33.6148,32.1953,50.4221,48.2929
1,a113,a10,43.2608,41.434,64.8912,62.151
1,a113,a100,58.2725,55.8118,87.4088,83.7178
1,a113,a101,57.0447,54.6359,85.5671,81.9538
1,a113,a102,60.223,57.68,90.3345,86.52
1,a113,a103,62.0931,59.471,93.1396,89.2066
1,a113,a104,61.8003,59.1907,92.7005,88.786
1,a113,a105,57.7628,55.3236,86.6442,82.9855
1,a113,a106,64.0806,61.3747,96.1209,92.062
1,a113,a107,61.8714,59.2588,92.8071,88.8881
1,a113,a108,66.623,63.8097,99.9346,95.7146
1,a113,a109,59.8865,57.3576,89.8297,86.0364
1,a113,a11,46.8509,44.8725,70.2763,67.3087
1,a113,a110,63.6356,60.9484,95.4533,91.4226
1,a113,a111,56.6488,54.2567,84.9732,81.385
1,a113,a112,63.3923,60.7154,95.0884,91.0731
1,a113,a113,1.9644,1.88145,2.94661,2.82218
1,a113,a114,157.015,150.385,235.523,225.577
1,a113,a115,18.3601,17.5848,27.5402,26.3772
1,a113,a116,37.2136,35.6422,55.8204,53.4633
1,a113,a117,90.051,86.2484,135.076,129.373
1,a113,a118,58.4581,55.9896,87.6872,83.9844
1,a113,a119,58.9479,56.4587,88.4218,84.688
1,a113,a12,35.9183,34.4016,53.8775,51.6024
1,a113,a120,71.0958,68.0936,106.644,102.14
1,a113,a121,38.0452,36.4387,57.0679,54.658
1,a113,a122,82.2207,78.7488,123.331,118.123
1,a113,a123,79.0837,75.7442,118.626,113.616
1,a113,a124,83.5181,79.9914,125.277,119.987
1,a113,a125,89.7681,85.9774,134.652,128.966
1,a113,a126,40.6597,38.9428,60.9896,58.4142
1,a113,a127,22.3763,21.4314,33.5645,32.1471
1,a113,a13,38.1437,36.533,57.2155,54.7995
1,a113,a14,41.2058,39.4658,61.8087,59.1987
1,a113,a15,45.5042,43.5826,68.2562,65.374
1,a113,a16,49.4785,47.3892,74.2178,71.0838
1,a113,a17,53.0215,50.7825,79.5322,76.1738
1,a113,a18,39.976,38.2879,59.964,57.4319
1,a113,a19,45.5302,43.6076,68.2952,65.4113
1,a113,a2,33.1815,31.7803,49.7723,47.6705
1,a113,a20,49.4297,47.3424,74.1445,71.0136
1,a113,a21,52.9637,50.7272,79.4456,76.0909
1,a113,a22,43.8414,41.9901,65.7621,62.9852
1,a113,a23,48.2845,46.2456,72.4268,69.3684
1,a113,a24,50.57,48.4345,75.8549,72.6518
1,a113,a25,52.816,50.5857,79.224,75.8786
1,a113,a26,55.2642,52.9306,82.8963,79.3959
1,a113,a27,75.554,72.3635,113.331,108.545
1,a113,a28,71.174,68.1685,106.761,102.253
1,a113,a29,74.9871,71.8206,112.481,107.731
1,a113,a3,29.9159,28.6527,44.8739,42.979
1,a113,a30,68.9177,66.0075,103.377,99.0112
1,a113,a31,72.4531,69.3936,108.68,104.09
1,a113,a32,63.7765,61.0834,95.6647,91.6251
1,a113,a33,66.9075,64.0822,100.361,96.1233
1,a113,a34,69.3251,66.3977,103.988,99.5965
1,a113,a35,65.4679,62.7034,98.2018,94.0551
1,a113,a36,67.8824,65.0159,101.824,97.5239
1,a113,a37,71.5927,68.5695,107.389,102.854
1,a113,a38,65.4228,62.6602,98.1342,93.9903
1,a113,a39,67.4728,64.6236,101.209,96.9354
1,a113,a4,36.8335,35.2781,55.2503,52.9172
1,a113,a40,70.1873,67.2235,105.281,100.835
1,a113,a41,64.8942,62.1539,97.3413,93.2308
1,a113,a42,70.6949,67.7096,106.042,101.564
1,a113,a43,73.9433,70.8208,110.915,106.231
1,a113,a44,73.4053,70.3056,110.108,105.458
1,a113,a45,80.0434,76.6634,120.065,114.995
1,a113,a46,82.4834,79.0003,123.725,118.501
1,a113,a47,86.806,83.1404,130.209,124.711
1,a113,a48,74.1979,71.0647,111.297,106.597
1,a113,a49,76.6457,73.4091,114.969,110.114
1,a113,a5,36.5566,35.0129,54.8349,52.5194
1,a113,a50,79.6673,76.3032,119.501,114.455
1,a113,a51,79.9286,76.5534,119.893,114.83
1,a113,a52,82.8646,79.3654,124.297,119.048
1,a113,a53,85.6813,82.0632,128.522,123.095
1,a113,a54,87.2304,83.5469,130.846,125.32
1,a113,a55,81.7089,78.2586,122.563,117.388
1,a113,a56,91.3487,87.4913,137.023,131.237
1,a113,a57,76.1974,72.9798,114.296,109.47
1,a113,a58,79.4836,76.1272,119.225,114.191
1,a113,a59,87.6761,83.9737,131.514,125.961
1,a113,a6,40.9192,39.1913,61.3788,58.787
1,a113,a60,74.118,70.9882,111.177,106.482
1,a113,a61,77.7342,74.4517,116.601,111.678
1,a113,a62,80.2495,76.8608,120.374,115.291
1,a113,a63,82.0139,78.5507,123.021,117.826
1,a113,a64,77.4288,74.1592,116.143,111.239
1,a113,a65,78.2407,74.9368,117.361,112.405
1,a113,a66,49.9233,47.8152,74.885,71.7228
1,a113,a67,50.858,48.7105,76.2871,73.0657
1,a113,a68,52.8274,50.5966,79.2411,75.895
1,a113,a69,57.3133,54.8931,85.9699,82.3396
1,a113,a7,38.9146,37.2714,58.3719,55.907
1,a113,a70,66.4026,63.5986,99.6039,95.3979
1,a113,a71,69.9972,67.0414,104.996,100.562
1,a113,a72,70.7368,67.7498,106.105,101.625
1,a113,a73,69.7007,66.7574,104.551,100.136
1,a113,a74,69.8793,66.9285,104.819,100.393
1,a113,a75,69.6392,66.6986,104.459,100.048
1,a113,a76,73.4266,70.326,110.14,105.489
1,a113,a77,70.0136,67.0571,105.02,100.586
1,a113,a78,71.9603,68.9216,107.94,103.382
1,a113,a79,74.5233,71.3764,111.785,107.065
1,a113,a8,42.3558,40.5672,63.5337,60.8509
1,a113,a80,76.9725,73.7222,115.459,110.583
1,a113,a81,77.7759,74.4917,116.664,111.738
1,a113,a82,80.366,76.9724,120.549,115.459
1,a113,a83,57.0978,54.6868,85.6468,82.0301
1,a113,a84,88.0457,84.3278,132.069,126.492
1,a113,a85,60.9786,58.4036,91.4679,87.6054
1,a113,a86,63.2521,60.5811,94.8781,90.8717
1,a113,a87,65.049,62.3022,97.5736,93.4533
1,a113,a88,65.0666,62.319,97.5998,93.4785
1,a113,a89,67.185,64.348,100.778,96.522
1,a113,a9,50.3705,48.2435,75.5557,72.3652
1,a113,a90,67.1835,64.3465,100.775,96.5197
1,a113,a91,69.8317,66.8829,104.748,100.324
1,a113,a92,51.2716,49.1066,76.9075,73.6599
1,a113,a93,53.8935,51.6177,80.8402,77.4266
1,a113,a94,58.668,56.1906,88.002,84.286
1,a113,a95,57.2126,54.7967,85.8189,82.195
1,a113,a96,59.8593,57.3316,89.7889,85.9974
1,a113,a97,61.4872,58.8908,92.2309,88.3362
1,a113,a98,56.5065,54.1204,84.7597,81.1806
1,a113,a99,59.582,57.066,89.373,85.5991
1,a114,a1,55.1272,99.2289,82.6907,148.843
1,a114,a10,50.2147,90.3865,75.3221,135.58
1,a114,a100,53.8422,96.916,80.7633,145.374
1,a114,a101,52.9173,95.2511,79.3759,142.877
1,a114,a102,54.402,97.9236,81.603,146.885
1,a114,a103,55.1804,99.3248,82.7707,148.987
1,a114,a104,54.9486,98.9075,82.4229,148.361
1,a114,a105,55.8948,100.611,83.8421,150.916
1,a114,a106,56.1659,101.099,84.2488,151.648
1,a114,a107,57.15,102.87,85.725,154.305
1,a114,a108,58.1929,104.747,87.2894,157.121
1,a114,a109,56.6896,102.041,85.0345,153.062
1,a114,a11,48.8045,87.8481,73.2067,131.772
1,a114,a110,58.4461,105.203,87.6691,157.804
1,a114,a111,55.725,100.305,83.5875,150.457
1,a114,a112,58.3596,105.047,87.5395,157.571
1,a114,a113,78.6001,141.48,117.9,212.22
1,a114,a114,1.29486,1.51832,1.94229,2.27748
1,a114,a115,64.0574,115.303,96.0861,172.955
1,a114,a116,65.3227,117.581,97.9841,176.371
1,a114,a117,101.126,158.605,151.689,237.907
1,a114,a118,66.302,119.344,99.453,179.015
1,a114,a119,80.9591,130.715,121.439,196.073
1,a114,a12,53.7515,96.7527,80.6272,145.129
1,a114,a120,64.3938,115.909,96.5906,173.863
1,a114,a121,38.1412,68.6542,57.2118,102.981
1,a114,a122,64.2489,115.648,96.3734,173.472
1,a114,a123,62.8293,113.093,94.2439,169.639
1,a114,a124,64.8352,116.703,97.2528,175.055
1,a114,a125,67.6626,121.793,101.494,182.689
1,a114,a126,69.8901,125.802,104.835,188.703
1,a114,a127,83.7568,150.762,125.635,226.143
1,a114,a13,53.6073,96.4931,80.4109,144.74
1,a114,a14,51.6565,92.9818,77.4848,139.473
1,a114,a15,49.8015,89.6427,74.7022,134.464
1,a114,a16,49.9965,89.9937,74.9948,134.991
1,a114,a17,51.3481,92.4267,77.0222,138.64
1,a114,a18,53.9092,97.0365,80.8638,145.555
1,a114,a19,52.1515,93.8727,78.2272,140.809
1,a114,a2,55.4893,99.8808,83.234,149.821
1,a114,a20,51.0344,91.8619,76.5516,137.793
1,a114,a21,52.5036,94.5065,78.7554,141.76
1,a114,a22,55.2087,99.3757,82.8131,149.064
1,a114,a23,54.9931,98.9875,82.4896,148.481
1,a114,a24,54.0492,97.2886,81.0738,145.933
1,a114,a25,54.0913,97.3643,81.1369,146.046
1,a114,a26,54.6479,98.3662,81.9718,147.549
1,a114,a27,59.5537,107.197,89.3306,160.795
1,a114,a28,57.9339,104.281,86.9009,156.422
1,a114,a29,59.5556,107.2,89.3334,160.8
1,a114,a3,58.9939,106.189,88.4908,159.284
1,a114,a30,56.9685,102.543,85.4528,153.815
1,a114,a31,59.1978,106.556,88.7968,159.834
1,a114,a32,56.097,100.975,84.1454,151.462
1,a114,a33,57.4821,103.468,86.2232,155.202
1,a114,a34,58.6037,105.487,87.9055,158.23
1,a114,a35,56.6319,101.938,84.9479,152.906
1,a114,a36,57.8501,104.13,86.7751,156.195
1,a114,a37,59.4878,107.078,89.2317,160.617
1,a114,a38,56.9073,102.433,85.361,153.65
1,a114,a39,58.1993,104.759,87.299,157.138
1,a114,a4,53.6595,96.5872,80.4893,144.881
1,a114,a40,59.117,106.411,88.6755,159.616
1,a114,a41,58.515,105.327,87.7725,157.99
1,a114,a42,59.7435,107.538,89.6152,161.307
1,a114,a43,61.0968,109.974,91.6452,164.961
1,a114,a44,60.3439,108.619,90.5159,162.929
1,a114,a45,61.7817,111.207,92.6726,166.811
1,a114,a46,62.8841,113.191,94.3262,169.787
1,a114,a47,64.8256,116.686,97.2384,175.029
1,a114,a48,60.1709,108.308,90.2563,162.461
1,a114,a49,61.0856,109.954,91.6284,164.931
1,a114,a5,52.6548,94.7786,78.9822,142.168
1,a114,a50,61.9832,111.57,92.9748,167.355
1,a114,a51,63.1609,113.69,94.7413,170.534
1,a114,a52,64.4993,116.099,96.7489,174.148
1,a114,a53,65.765,118.377,98.6475,177.565
1,a114,a54,66.474,119.653,99.711,179.48
1,a114,a55,63.1006,113.581,94.6509,170.372
1,a114,a56,68.7748,123.795,103.162,185.692
1,a114,a57,61.571,110.828,92.3564,166.242
1,a114,a58,62.9459,113.303,94.4188,169.954
1,a114,a59,66.6753,120.016,100.013,180.023
1,a114,a6,52.4888,94.4798,78.7331,141.72
1,a114,a60,60.5928,109.067,90.8892,163.6
1,a114,a61,62.2138,111.985,93.3207,167.977
1,a114,a62,63.3502,114.03,95.0253,171.046
1,a114,a63,64.1533,115.476,96.2299,173.214
1,a114,a64,62.0805,111.745,93.1208,167.617
1,a114,a65,62.4721,112.45,93.7082,168.675
1,a114,a66,57.6776,103.82,86.5164,155.73
1,a114,a67,56.062,100.912,84.0931,151.368
1,a114,a68,57.176,102.917,85.764,154.375
1,a114,a69,57.7417,103.935,86.6126,155.903
1,a114,a7,52.2103,93.9785,78.3154,140.968
1,a114,a70,59.6315,107.337,89.4472,161.005
1,a114,a71,61.358,110.444,92.037,165.667
1,a114,a72,61.3414,110.415,92.0121,165.622
1,a114,a73,61.2123,110.182,91.8185,165.273
1,a114,a74,60.7531,109.356,91.1297,164.033
1,a114,a75,59.479,107.062,89.2184,160.593
1,a114,a76,61.127,110.029,91.6905,165.043
1,a114,a77,60.5086,108.915,90.7629,163.373
1,a114,a78,61.2998,110.34,91.9496,165.509
1,a114,a79,62.4118,112.341,93.6177,168.512
1,a114,a8,50.8132,91.4638,76.2199,137.196
1,a114,a80,62.6028,112.685,93.9041,169.027
